stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
neighbourhood relation socioeconomic	relation between neighbourhood socioeconomic	relation between neighbourhood socioeconomic	4	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
health status	health status	health status	2	11,0154756347	51,3608095558	1039,93797184	6,0	26,0	 
deprivation neighbourhood socioeconomic	neighbourhood socioeconomic deprivation	neighbourhood socioeconomic deprivation	3	11,9142708474	57,6112597945	929,531719366	4,0	32,0	 
characteristic important student	important student characteristics	important student characteristics	3	15,8856944632	65,8038887309	1559,74881736	8,0	181,0	 
neighbourhood socioeconomic status	neighbourhood socioeconomic status	neighbourhood socioeconomic status|&|socioeconomic status of the neighbourhood	3	13,8999826553	59,434486681	1095,30055731	7,0	158,0	 
level neighbourhood	neighbourhood level	neighbourhood level|&|Neighbourhood level|&|neighbourhood levels	2	72,3874113134	237,163631247	2147,7731431	27,0	88,0	 
area information local range	range of local area information	range of local area information	5	55,5999306211	160,660076425	25057,1245977	28,0	56,0	 
characteristic depressive individual socioeconomic symptom	depressive symptoms once individual socioeconomic characteristics	depressive symptoms once individual socioeconomic characteristics	6	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
assessment familiar individual neighbourhood subjective	subjective assessments by individuals familiar with the neighbourhood	subjective assessments by individuals familiar with the neighbourhood	8	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
life quality	quality of life	quality of life|&|life quality	3	31,4727875276	124,92989622	1224,39971559	12,0	51,0	 
collective distress well-being	Collective well-being and distress	Collective well-being and distress	4	15,8856944632	65,8038887309	1559,74881736	8,0	181,0	 
association child strong well-being	strong associations with child well-being	strong associations with child well-being	5	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
depression scale score	depression scale score	depression scale score	3	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
climate positive	positive climate	positive climate	2	12,589115011	55,0764053671	1559,74881736	8,0	181,0	 
neighbourhood quality relationship	relationship between neighbourhood quality	relationship between neighbourhood quality	4	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
black percentage white	percentage white and black	percentage white and black	4	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
datum sectional	sectional data	sectional data	2	12,589115011	55,0764053671	705,403050147	8,0	313,0	 
characteristic influence student	influence of student characteristics	influence of student characteristics	4	17,8714062711	71,9244263402	1626,83093575	9,0	193,0	 
interviewer respondent survey	survey respondent and interviewer	survey respondent and interviewer	4	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
characteristic neighbourhood socioeconomic	neighbourhood socioeconomic characteristics	neighbourhood socioeconomic characteristics|&|socioeconomic characteristics of the neighbourhood	3	17,8714062711	71,9244263402	705,403050147	9,0	313,0	 
score summary	summary score	summary score	2	12,589115011	55,0764053671	705,403050147	8,0	313,0	 
child link well-being	links between child well-being	links between child well-being	4	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
characteristic high public student	student characteristics and public high	student characteristics and public high	5	17,8714062711	71,9244263402	1626,83093575	9,0	193,0	 
previous research	previous research	previous research|&|Previous research	2	20,4573118929	81,2044325432	1646,77682171	12,0	20,0	 
child health neighbourhood quality	neighbourhood quality and child health	neighbourhood quality and child health	5	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
neighbourhood socioeconomic variable	neighbourhood socioeconomic variables	neighbourhood socioeconomic variables	3	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
analysis difference individual multilevel	multilevel analysis of individual differences	multilevel analysis of individual differences	5	15,8856944632	65,8038887309	1505,89855139	8,0	169,0	 
group race-sex	race-sex group	race-sex group	2	12,589115011	55,0764053671	705,403050147	8,0	313,0	 
datum neighbourhood socioeconomic	Neighbourhood socioeconomic data	Neighbourhood socioeconomic data	3	11,9142708474	52,7804386773	1215,46242783	6,0	161,0	 
difference individual variability	variability of individual differences	variability of individual differences	4	17,8714062711	71,9244263402	1626,83093575	9,0	193,0	 
explicit self-esteem	explicit self-esteem	explicit self-esteem	2	14,1627543874	71,7778293106	3376,38612716	4,0	11,0	 
education income individual level	individual level income and education	individual level income and education	5	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
form urban	urban form	urban form|&|Urban form|&|urban forms|&|forms and urban	2	210,867676435	474,383033301	2311,60732602	74,0	289,0	 
climate influence social variability	influence of social climate on the variability	influence of social climate on the variability	7	17,8714062711	71,9244263402	1626,83093575	9,0	193,0	 
activity physical	physical activity	physical activity	2	36,1937056567	150,268273415	742,537918611	10,0	22,0	 
ethnic neighbourhood socioeconomic	neighbourhood socioeconomic and ethnic	neighbourhood socioeconomic and ethnic	4	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
characteristic family level neighbourhood quality	family level characteristics neighbourhood quality	family level characteristics neighbourhood quality	5	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
child overweight youth	child and youth overweight	child and youth overweight|&|overweight children and youth	4	21,8428298869	96,7641375751	1215,46242783	6,0	161,0	 
child neighbourhood quality well-being	Child well-being and neighbourhood quality	Child well-being and neighbourhood quality|&|child well-being and neighbourhood quality	5	29,7856771185	123,38229137	2697,6362021	8,0	116,0	 
college student	college students	college students	2	17,3100331402	73,6912291292	1405,95885651	9,0	13,0	 
characteristic family level	family level characteristics	family level characteristics	3	15,8856944632	65,8038887309	2697,6362021	8,0	116,0	 
neighbourhood quality	neighbourhood quality	neighbourhood quality|&|quality of neighbourhood|&|Neighbourhood quality|&|quality of the neighbourhood|&|quality neighbourhood	2	80,2556081953	262,942286817	2090,33538902	32,0	221,0	 
people percentage white	percentage of white people	percentage of white people	4	15,8856944632	65,8038887309	705,403050147	8,0	313,0	 
black man	black men	black men	2	12,589115011	55,0764053671	705,403050147	8,0	313,0	 
adolescent esteem predictor presence	predictors of adolescent esteem in the presence	predictors of adolescent esteem in the presence	7	15,8856944632	65,8038887309	1559,74881736	8,0	181,0	 
life satisfaction	life satisfaction	life satisfaction	2	12,589115011	60,9933351113	1250,73136597	5,0	9,0	 
health neighbourhood quality	neighbourhood quality and health	neighbourhood quality and health	4	13,8999826553	59,434486681	2646,3507306	7,0	112,0	 
