stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
allocation budget computing	computing budget allocation	computing budget allocation	3	17,8714062711	89,6752323052	4002,89648281	7,0	24,0	 
goal subprogram upper-level	goal of the upper-level subprogram	goal of the upper-level subprogram	5	7,94284723159	39,8556588023	655,422560154	4,0	68,0	 
representation tour-based travel	tour-based representation of travel	tour-based representation of travel	4	7,94284723159	39,8556588023	978,215422385	4,0	68,0	 
model non-human primate	non-human primate models	non-human primate models|&|non-human primate model	3	15,8856944632	68,7001932762	1203,00267262	16,0	139,0	 
advance equilibrium modeling network research transportation	research advances in transportation network equilibrium modeling	research advances in transportation network equilibrium modeling	7	7,94284723159	39,8556588023	1083,18076619	4,0	68,0	 
anxiety-inducing human situation	anxiety-inducing situations as humans	anxiety-inducing situations as humans	4	11,9142708474	54,9526670863	1281,09682723	6,0	96,0	 
analysis method sensitivity	sensitivity analysis method	sensitivity analysis method	3	11,9142708474	59,7834882034	823,519618802	4,0	64,0	 
incident non-recurrent traffic	non-recurrent traffic incidents	non-recurrent traffic incidents	3	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
constraint reliability time travel	travel time reliability constraint	travel time reliability constraint	4	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
constraint equilibrium stochastic user	stochastic user equilibrium constraints	stochastic user equilibrium constraints	4	15,8856944632	79,7113176046	823,519618802	4,0	64,0	 
allocation budget	budget allocation	budget allocation|&|budget allocations	2	119,596592605	346,712460215	1728,24191681	65,0	340,0	 
program response revision unexpected	Unexpected revisions of response programs	Unexpected revisions of response programs	5	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
analysis network	network analysis	network analysis	2	23,6045906457	92,7338356953	703,609102431	15,0	262,0	 
capability human parallel	parallels with human capabilities	parallels with human capabilities	4	7,94284723159	39,8556588023	1275,04445444	4,0	52,0	 
flow link	link flows	link flows|&|link and flow|&|link flow	2	14,1627543874	66,4343037831	779,281887458	7,0	78,0	 
freight transportation	freight transportation	freight transportation	2	26,7518693984	113,395571257	882,92133707	23,0	157,0	 
cue current validity	current cue validity	current cue validity	3	9,92855903949	47,6040795794	1479,52552247	5,0	95,0	 
choice route	route choice	route choice	2	14,1627543874	78,4343752728	1266,71877431	3,0	14,0	 
source time travel uncertainty	source of uncertainty of travel time	source of uncertainty of travel time	6	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
event future	future events	future events	2	26,7518693984	115,945296739	1613,31438522	10,0	69,0	 
allocation resource	resource allocation	resource allocation	2	26,7518693984	118,763887494	866,306392444	9,0	14,0	 
measure performance transportation	transportation performance measure	transportation performance measure	3	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
journal regional science transportation	regional science and transportation journals	regional science and transportation journals	5	7,94284723159	39,8556588023	1083,18076619	4,0	68,0	 
network public transportation	public transportation network	public transportation network	3	11,9142708474	57,1248954952	980,147264859	5,0	10,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	9,44183625827	45,7450013334	786,28246736	10,0	92,0	 
dynamic flow network	dynamic network flows	dynamic network flows	3	7,94284723159	39,8556588023	978,215422385	4,0	68,0	 
mental time travel	mental time travel	mental time travel|&|Mental time travel	3	111,199861242	330,276063183	1836,26255074	31,0	127,0	 
experiment numerical	numerical experiment	numerical experiment	2	15,7363937638	68,2031157288	673,814323435	10,0	243,0	 
time travel	time travel	time travel|&|travel time|&|travel times|&|Time travel|&|Travel times|&|Travel time	2	223,456791446	524,280219714	881,662833535	110,0	757,0	 
capacity due fluctuation roadway	Fluctuations in roadway capacity due	Fluctuations in roadway capacity due	5	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
equilibrium problem user	user equilibrium problem	user equilibrium problem	3	7,94284723159	39,8556588023	704,02681025	4,0	64,0	 
decision support	decision support	decision support	2	9,44183625827	45,7450013334	1255,3892167	6,0	18,0	 
non-human nucleotide polymorphism portal primate single web	web portal for non-human primate single nucleotide polymorphisms	web portal for non-human primate single nucleotide polymorphisms	8	7,94284723159	39,8556588023	2055,8861352	4,0	32,0	 
allocation budget computing optimal	Optimal computing budget allocation	Optimal computing budget allocation|&|optimal computing budget allocation	4	11,9142708474	59,7834882034	2621,80516231	4,0	16,0	 
non-human primate specie	non-human primate species	non-human primate species|&|species of non-human primate	3	11,9142708474	57,1248954952	1102,80450807	5,0	15,0	 
reaction time	reaction times	reaction times	2	9,44183625827	45,7450013334	1479,40472777	6,0	96,0	 
anxiety fear	fear and anxiety	fear and anxiety	3	9,44183625827	45,7450013334	1281,09682723	6,0	96,0	 
network simple	simple network	simple network	2	15,7363937638	68,2031157288	689,53812648	10,0	237,0	 
allocation problem	allocation problem	allocation problem|&|allocation problems	2	11,0154756347	53,3691682223	1343,81014598	10,0	50,0	 
concept network reliability	network reliability concepts	network reliability concepts	3	17,8714062711	75,1827689537	694,534233833	9,0	234,0	 
event past	past events	past events	2	15,7363937638	71,7145905182	1458,17898458	8,0	63,0	 
