stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
high scenario stake	high stakes scenario	high stakes scenario|&|high stake scenario	3	19,857118079	91,5877784771	832,959105898	4,0	81,0	 
difference variable	difference variables	difference variables	2	12,589115011	69,7194446869	9919,72315644	2,0	3,0	 
high situation stake	high stake situation	high stake situation	3	13,8999826553	64,111444934	832,959105898	4,0	81,0	 
neighbourhood relation socioeconomic	relation between neighbourhood socioeconomic	relation between neighbourhood socioeconomic	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
characteristic important student	important student characteristics	important student characteristics	3	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
neighbourhood socioeconomic status	neighbourhood socioeconomic status	neighbourhood socioeconomic status|&|socioeconomic status of the neighbourhood	3	13,8999826553	56,3327951881	1156,48816563	7,0	159,0	 
neighbourhood socio-economic status	Neighbourhood socio-economic status	Neighbourhood socio-economic status	3	9,92855903949	43,5783953151	1094,69479812	5,0	133,0	 
level neighbourhood	neighbourhood level	neighbourhood level|&|Neighbourhood level|&|neighbourhood levels	2	70,813771937	216,206263581	2124,91589136	27,0	89,0	 
area information local range	range of local area information	range of local area information	5	55,5999306211	148,253310454	24046,7029362	28,0	58,0	 
characteristic depressive individual socioeconomic symptom	depressive symptoms once individual socioeconomic characteristics	depressive symptoms once individual socioeconomic characteristics	6	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
assessment familiar individual neighbourhood subjective	subjective assessments by individuals familiar with the neighbourhood	subjective assessments by individuals familiar with the neighbourhood	8	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
life quality	quality of life	quality of life|&|life quality	3	29,8991481512	114,613165361	808,921960971	11,0	49,0	 
design urban	urban design	urban design	2	11,0154756347	48,9027772033	836,844421821	11,0	63,0	 
collective distress well-being	Collective well-being and distress	Collective well-being and distress	4	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
association child strong well-being	strong associations with child well-being	strong associations with child well-being	5	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
depression scale score	depression scale score	depression scale score	3	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
composite socio-economic variable	composite of socio-economic variables	composite of socio-economic variables	4	9,92855903949	43,5783953151	1200,85476815	5,0	149,0	 
climate positive	positive climate	positive climate	2	12,589115011	52,2672255356	1501,24775575	8,0	187,0	 
neighbourhood quality relationship	relationship between neighbourhood quality	relationship between neighbourhood quality	4	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
black percentage white	percentage white and black	percentage white and black	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
datum sectional	sectional data	sectional data	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
characteristic influence student	influence of student characteristics	influence of student characteristics	4	17,8714062711	67,9365372779	1569,23003884	9,0	199,0	 
interviewer respondent survey	survey respondent and interviewer	survey respondent and interviewer	4	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
characteristic neighbourhood socioeconomic	neighbourhood socioeconomic characteristics	neighbourhood socioeconomic characteristics|&|socioeconomic characteristics of the neighbourhood	3	17,8714062711	67,9365372779	747,875153934	9,0	312,0	 
score summary	summary score	summary score	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
child health neighbourhood quality	neighbourhood quality and child health	neighbourhood quality and child health	5	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
density ethnic	ethnic density	ethnic density	2	14,1627543874	57,1324965226	737,282716856	9,0	316,0	 
previous research	previous research	previous research|&|Previous research	2	12,589115011	53,9482675949	770,753440256	9,0	13,0	 
housing neighbourhood quality	housing quality and neighbourhood quality	housing quality and neighbourhood quality|&|housing and neighbourhood quality|&|neighbourhood quality in housing	5	13,8999826553	58,475486964	1175,56534333	6,0	19,0	 
man white	white men	white men	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
neighbourhood socioeconomic variable	neighbourhood socioeconomic variables	neighbourhood socioeconomic variables	3	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
analysis difference individual multilevel	multilevel analysis of individual differences	multilevel analysis of individual differences	5	15,8856944632	62,2590984533	1465,77131438	8,0	173,0	 
group race-sex	race-sex group	race-sex group	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
other work	Other work	Other work	2	11,0154756347	47,2047341456	2533,67459672	7,0	119,0	 
datum neighbourhood socioeconomic	Neighbourhood socioeconomic data	Neighbourhood socioeconomic data	3	11,9142708474	50,1218459691	1303,1304183	6,0	161,0	 
difference individual variability	variability of individual differences	variability of individual differences	4	17,8714062711	67,9365372779	1569,23003884	9,0	199,0	 
education income individual level	individual level income and education	individual level income and education	5	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
form urban	urban form	urban form|&|Urban form|&|urban forms|&|forms and urban	2	210,867676435	433,719689756	2268,17223277	74,0	315,0	 
climate influence social variability	influence of social climate on the variability	influence of social climate on the variability	7	17,8714062711	67,9365372779	1569,23003884	9,0	199,0	 
activity physical	physical activity	physical activity|&|Physical activity	2	34,6200662803	143,734870223	1376,28298663	8,0	19,0	 
century twentieth	twentieth century	twentieth century	2	11,0154756347	50,9111358698	2919,53806171	5,0	15,0	 
ethnic neighbourhood socioeconomic	neighbourhood socioeconomic and ethnic	neighbourhood socioeconomic and ethnic	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
child overweight youth	child and youth overweight	child and youth overweight|&|overweight children and youth	4	21,8428298869	91,8900509434	1303,1304183	6,0	161,0	 
child neighbourhood quality well-being	Child well-being and neighbourhood quality	Child well-being and neighbourhood quality|&|child well-being and neighbourhood quality	5	29,7856771185	116,7358096	2601,65494502	8,0	124,0	 
characteristic family level	family level characteristics	family level characteristics	3	15,8856944632	62,2590984533	2601,65494502	8,0	124,0	 
neighbourhood quality	neighbourhood quality	neighbourhood quality|&|quality of neighbourhood|&|Neighbourhood quality|&|quality of the neighbourhood|&|quality neighbourhood	2	80,2556081953	245,033765392	2170,77105692	32,0	228,0	 
people percentage white	percentage of white people	percentage of white people	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
capital social	social capital	social capital	2	11,0154756347	50,9111358698	4206,71645206	7,0	28,0	 
black man	black men	black men	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
adolescent esteem predictor presence	predictors of adolescent esteem in the presence	predictors of adolescent esteem in the presence	7	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
health neighbourhood quality	neighbourhood quality and health	neighbourhood quality and health	4	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
child neighbourhood well-being	child well-being and neighbourhood	child well-being and neighbourhood	4	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
difference mean	mean differences	mean differences	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
American adolescent high public school self-esteem	self-esteem of adolescents in American public high schools	self-esteem of adolescents in American public high schools	8	15,8856944632	62,2590984533	1465,77131438	8,0	173,0	 
factor individual level socioeconomic	individual level socioeconomic factors	individual level socioeconomic factors	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
health plan	health plan	health plan	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
error standard	standard errors	standard errors	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
finding generalizability	generalizability of the findings	generalizability of the findings	4	14,1627543874	57,1324965226	1569,23003884	9,0	199,0	 
difference individual school	individual differences within the school	individual differences within the school	5	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
association neighbourhood score	Associations of neighbourhood score	Associations of neighbourhood score	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
health measure several	several measures of health	several measures of health	4	15,8856944632	62,2590984533	2601,65494502	8,0	124,0	 
analysis multilevel	multilevel analysis	multilevel analysis|&|Multilevel analyses	2	15,7363937638	61,8225571302	1353,55887757	16,0	238,0	 
characteristic neighbourhood	neighbourhood characteristics	neighbourhood characteristics|&|Neighbourhood characteristics|&|characteristics neighbourhood	2	47,2091812914	138,577068371	714,471149354	34,0	681,0	 
climate relationship social	relationship of social climate	relationship of social climate	4	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
objective primary	primary objectives	primary objectives	2	12,589115011	52,2672255356	1501,24775575	8,0	187,0	 
education income	income and education	income and education	3	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
apparent association neighbourhood quality	apparent association between neighbourhood quality	apparent association between neighbourhood quality	5	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
neighbourhood statistic	Neighbourhood Statistics	Neighbourhood Statistics	2	47,2091812914	136,860181664	24046,7029362	28,0	58,0	 
category high income	highest income categories	highest income categories	3	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
black people percentage	percentage of black people	percentage of black people	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
white woman	white women	white women	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
individual neighbourhood score	neighbourhood score and individual	neighbourhood score and individual	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
census variable	census variables	census variables	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
factor individual level	individual level factors	individual level factors	3	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
block census	census block	census block|&|census blocks	2	25,1782300221	104,534451071	747,875153934	8,0	312,0	 
individual neighbourhood socioeconomic	individual and neighbourhood socioeconomic	individual and neighbourhood socioeconomic	4	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
income personal	personal income	personal income	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
green space	green space	green space	2	12,589115011	78,4455542625	971,20668719	2,0	8,0	 
SES neighbourhood	neighbourhood SES	neighbourhood SES|&|SES neighbourhood	2	23,6045906457	98,0010478793	1274,58382819	8,0	169,0	 
land use	land use	land use	2	20,4573118929	90,8194433775	1884,26529339	6,0	12,0	 
difference individual	individual differences	individual differences|&|Individual differences|&|Individual Differences|&|differences individual	2	121,170231981	288,515181716	1759,21583166	62,0	324,0	 
characteristic depressive ethnic population symptom	ethnic characteristics with depressive symptoms in a population	ethnic characteristics with depressive symptoms in a population	8	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
child link well-being	links between child well-being	links between child well-being	4	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
adult depressive symptom young	depressive symptoms in young adults	depressive symptoms in young adults	5	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
health self-rated	self-rated health	self-rated health	2	12,589115011	64,614997808	1205,91988763	3,0	10,0	 
characteristic high public student	student characteristics and public high	student characteristics and public high	5	17,8714062711	67,9365372779	1569,23003884	9,0	199,0	 
morphology urban	urban morphology	urban morphology	2	28,3255087748	108,5808935	3858,4569406	11,0	23,0	 
assessment multiple neighbourhood quality	multiple assessments of neighbourhood quality	multiple assessments of neighbourhood quality	5	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
analysis education hierarchical	education hierarchical analysis	education hierarchical analysis	3	11,9142708474	50,1218459691	1303,1304183	6,0	161,0	 
adolescent climate global high public school self-esteem social	public high school social climate on adolescent global self-esteem	public high school social climate on adolescent global self-esteem	9	15,8856944632	62,2590984533	1501,24775575	8,0	187,0	 
black woman	black women	black women	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
participant white	white participants	white participants	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
area urban	urban areas	urban areas|&|urban area	2	18,8836725165	72,3872623333	1193,39376787	11,0	51,0	 
esteem variability	variability of esteem	variability of esteem	3	12,589115011	52,2672255356	1501,24775575	8,0	187,0	 
capital neighbourhood social	neighbourhood social capital	neighbourhood social capital	3	17,8714062711	75,1827689537	5120,773641	6,0	25,0	 
adjustment individual	adjustment for individual	adjustment for individual	3	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
government website	government website	government website	2	44,0619025386	127,736169553	24046,7029362	28,0	58,0	 
community list	community lists	community lists	2	12,589115011	52,2672255356	747,875153934	8,0	312,0	 
composition neighbourhood racial	neighbourhood racial composition	neighbourhood racial composition	3	15,8856944632	62,2590984533	747,875153934	8,0	312,0	 
characteristic family level neighbourhood quality	family level characteristics neighbourhood quality	family level characteristics neighbourhood quality	5	13,8999826553	56,3327951881	2533,67459672	7,0	119,0	 
