"The adaptive efficiency of land use planning measured by the control of urban sprawl. The cases of the Netherlands, Belgium and Poland";"8635210426419881284";"2012"
"Conflict dynamics in coastal zones: a perspective using the example of Languedoc-Rousillon (France)";"11069562233855334382";"2009"
" Failure and recovery in dynamical networks";"13211504423809975520";"2017"
"Socio-political analysis of French transport policies";"13766190421615029036";"2010"
"Between Urban Imbalances and Technical Constraints: The Challenges of Managing Local Public Services";"13496937445698527049";"2017"
" Le débat public en apprentissage: aménagement et environnement: regards croisés sur les expériences françaises et québécoises";"7537390504176183228";"2006"
"Une périurbanisation durable: des écueils aux opportunités";"10632907486791565972";"2007"
"Planning at the national level in Europe in relation to major infrastructure";"8779744538014872582";"2011"
"Evaluating the impact of distance measures on deforestation simulations in the fluvial landscapes of Amazonia";"1573113413551134432";"2014"
"Eine postdisziplinäre Positionierung in der Stadtforschung";"11859510824869285909";"2011"
" Report of the Interdisciplinary Project course (TIL5050), part of the Transport, Infrastructure and Logistics (TIL) Masters Programme at Delft University of …";"17685349002125594972";""
"An integrated evaluation method of accessibility, quality of life, and social interaction";"5902675255461632250";"2008"
" Réseaux et services de transport à l'épreuve des territoires: la démarche des schémas multimodaux en Alsace, Nord-Pas de Calais et Rhône-Alpes";"12418371069597707113";"2003"
" Energie, économie et environnement contradiction ou co-développement?: Le cas du Cameroun";"8407135743623521749";"2012"
"Road project opportunity costs subject to a regional constraint on greenhouse gas emissions";"3721656126911183780";"2012"
" Investigating the Impact of Human Activity on Land Use/Cover Change in China's Lijiang River Basin from the Perspective of Flow and Type of Population";"351156536028509389";"2017"
" Land-use modelling to support strategic urban planning-the case of Dar es Salaam, Tanzania";"6575786254483896922";"2010"
" Accessibility and ict: A review of literature, a conceptual model and a research agenda";"4534801189194599913";"2009"
" Green Accessibility: Estimating the Environmental Costs of Space-time Prisms for Sustainable Transportation Planning";"14639919888471914387";"2015"
" 碳减排视角下上海低碳城市发展路径研究";"11079343664929581888";"2014"
"From low-cost airlines to low-cost high-speed rail? The French case";"16904070787712754462";"2015"
" Les trajectoires économiques et les formes sociales de l'innovation dans les villes moyennes: les cas d'Albi (Midi-Pyrénées), d'Alès (Languedoc-Roussillon), …";"7997953381285265411";"2012"
"Les «villes rétrécissantes» en Allemagne";"2883718226140487087";"2011"
"Complexity in future cities: the rise of networked infrastructure";"5592500605969596110";"2016"
"Toward a policy on a sustainable transportation system";"12474308241597175272";"1999"
"Evaluating unplanned stand-alone transportation projects: Linking incremental and comprehensive planning";"13805984060906967775";"2010"
" E-Mobility as a Sustainable System Innovation";"12782921701064258635";"2015"
" Social economic aspects of the Diaspora world";"12128007132256833306";"2015"
"The design speculation and action research assemblage:'transit for all'and the transformation of Melbourne's passenger rail system";"8282492185452393441";"2016"
"Trojan horses in transitions: A dialectical perspective on innovation 'capture'";"1922854736028122315";"2016"
" Information géographique et Internet: les sites territoriaux ou l'émergence d'une intelligence collective du territoire";"9892970102224080072";""
" La construction urbaine des formes de représentation dans le contexte des relations interethniques: les leçons d'un quartier du centre-ville de Nice";"2142857030298529794";"2008"
" A micro-simulator of urban land use dynamics integrating a multi-agent model of land development and an activity-based model of transport demand";"8457668460887267734";"2004"
"A evolução do aumento do tráfego de veículos na zona sul de joão pessoa-caso do bairro bancários.";"7713708587640742447";"2012"
"Temporal networks";"9286076287826538223";"2012"
" VERHUIZINGEN VAN BEDRIJVEN EN GROEI VAN WERKGELEGENHEID TECHNISCHE BIJLAGE";"17550493634652947142";"2007"
"Social ties and checkin sites: connections and latent structures in location-based social networks";"5291760274179026586";"2016"
" 京津城际高速铁路影响下的跨城流动空间特征";"3255438175085221496";"2013"
" Vers une métrique de la connexion intermodale: Un essai de quantification de la cohérence entre modes de transport complémentaires";"3833091117845894719";"2008"
"Mobility and social capital among Lebanese and Beninese entrepreneurs engaged in transnational trade";"6034398451887555899";"2012"
" Policy Events as Bookmarks: A Diasynchronic Perspective on the Problem of Time in Policy Dynamics";"1943885732812310034";"2009"
"Optimization of transport measures to reduce GHG and pollutant emissions through a LUTI modeling approach";"16108027934094450667";"2016"
" Desserrement logistique en Île-de-France: la fuite silencieuse en banlieue des terminaux de fret";"6386124664438983625";"2011"
" Equidad y sustentabilidad en el transporte montevideano";"4853387263981347248";""
" Erreichbarkeitsatlas der Europäischen Metropolregion Muenchen (EMM)";"8174804511234147285";"2012"
"Integrating the normative with the positive dimension of the new science for cities: A geodesign-based framework for Cellular Automata modeling";"14921454870095312384";"2016"
"Capacity constrained accessibility of high-speed rail";"7778154447193023682";""
"Key research themes on urban space, scale, and sustainable urban mobility";"3016226949146313026";"2016"
" PRICE SETTING OF RETAILERS UNDER THE EFFECT OF RETAIL UNIT CAPACITY AND CUSTOMER MOBILITY";"16838030569491843588";""
"Active accessibility: A review of operational measures of walking and cycling accessibility";"1267188293821233825";"2015"
"Part II: Policy instruments for sustainable road transport";"17425857435190180874";"2010"
"Emergence of complex networks from diffusion on fractal lattices. A special case of the Sierpinski gasket and tetrahedron";"9410343154627947036";"2012"
"Socio-dynamic discrete choice: theory and application";"4405044750639047775";"2013"
"Assessment of urban ecosystem resilience using the efficiency of hybrid social-physical complex networks";"16980649962483993577";"2013"
"Facility allocation strategies and the sustainability of service delivery: Modelling library patronage patterns and their related CO 2-emissions";"8750030037013010383";"2013"
" Jobs and geography: can the" functional hypercentrality" of Paris be an asset for the surrounding region?";"5296556647193403693";"2013"
"アジア途上国都市における土地利用交通施策の早期実施によるスプロール抑制効果";"10927135171721396968";"2013"
"Maritime degree, centrality and vulnerability: port hierarchies and emerging areas in containerized transport (2008–2010)";"754878161220422467";"2012"
" Research progress on accessibility to regional transportation infrastructure";"13107331166412297346";"2013"
"Complexity and performance of urban expansion models";"15959685997580924480";"2010"
"Exploring the joint dynamics of intercity internet and corporate networks: a stochastic actor‐based modelling approach";"12592490797545294487";"2014"
"Airports as cityports in the city-region: spatial-economic and institutional positions and institutional learning in Randstad-Schiphol (AMS), Frankfurt Rhein-Main (FRA), …";"5812799689605219000";"2007"
" Capturing context: Integrating spatial and social network analyses";"6558785830822431159";"2012"
" Agent-based firmographic models: a simulation framework for the city of Hamilton";"17909315205035876041";""
" Forty Years after Lee's Requiem: Are We beyond the Seven Sins?";"3061213262787276336";"2014"
