"Le TOD comme instrument territorial de la coordination entre urbanisme et transport: le cas de Sainte-Thérèse dans la région métropolitaine de Montréal";"11727186598167134278";"2015"
" Struggling for the use of urban streets: preliminary (historical) comparison between European and Indian cities";"2446087951249398946";"2014"
"Gouverner le développement logistique de la métropole: périurbanisation, planification et compétition métropolitaine, le cas du bassin parisien et éclairages étrangers";"13519662962104706963";"2014"
"Métropoles et métropolisation";"6288897049340983061";"2007"
" Réseaux et services de transport à l'épreuve des territoires: la démarche des schémas multimodaux en Alsace, Nord-Pas de Calais et Rhône-Alpes";"12418371069597707113";"2003"
"La route, facteur de développement socio-économique? Une analyse des enjeux portés par les projets routiers en Guyane française";"2680484249590091387";"2014"
" Re-thinking Mobility: contemporary sociology";"2958518990697559850";"2002"
"Road project opportunity costs subject to a regional constraint on greenhouse gas emissions";"3721656126911183780";"2012"
"Evaluating integrated land use and transport strategies in the urban regeneration projects toward sustainable urban structure: case studies of Hafen City in Germany …";"7929839101318355344";"2011"
"Argentine ants (Linepithema humile) use adaptable transportation networks to track changes in resource quality";"14905498154027630952";"2017"
"Structural accessibility for mobility management";"5883133859893048314";"2013"
"Histoires d'innovations dans l'espace: de l'émergence d'innovations fondées sur la science à l'appropriation d'une innovation de service de transport";"13914289797836554014";"2009"
"Les lieux de l'ordure de Dakar et d'Addis Abeba. Territoires urbains et valorisation non institutionnelle des déchets dans deux capitales africaines.";"11678041423126757926";"2014"
" Accessibility and ict: A review of literature, a conceptual model and a research agenda";"4534801189194599913";"2009"
"Les services urbains en réseau à l'épreuve des villes rétrécissantes: l'évolution des réseaux d'eau et d'assainissement à Berlin—Brandebourg";"10339936174900553394";"2008"
" Redes e território: uma breve contribuição geográfica ao debate sobre a relação sociedade e tecnologia";"3801335526300327311";"2003"
" Validating the Relationship Between Urban Form and Travel Behavior with Vehicle Miles Travelled";"16915544486416492221";"2009"
" De invloed van een IJmeerlijn op het voorzieningenaanbod van IJburg tweede fase";"11698812065843121076";""
"Quando o campo está na cidade: migração, identidade e festa";"1963241861146138547";"2007"
" Decision support system for city logistics: literature review, and guidelines for an ex-ante model";"210426560909077637";"2014"
" City planning related to the completion of the new high speed line in Rennes, Brittany. The unexpected competition between central projects and peripheral …";"5986204299177276751";"2016"
"Consommateur, client, citoyen: l'usager dans les nouvelles régulations des services de réseaux. Les cas de l'eau, de l'électricité et des télécommunications en France";"13580412707944269050";"2003"
" Räumliche Wahlmöglichkeiten als Effizienzkriterium für Siedlung und Verkehr";"2573968969098425817";"2005"
"Development of an Integrated Land-Use Transportation Model for Indiana";"10868156593782866980";"2008"
"Géographie de zoonoses en Thaïlande: de la distribution des rongeurs, vecteurs et hôtes, au risque de transmission";"15258136024719739326";"2007"
" Information géographique et Internet: les sites territoriaux ou l'émergence d'une intelligence collective du territoire";"9892970102224080072";""
" A micro-simulator of urban land use dynamics integrating a multi-agent model of land development and an activity-based model of transport demand";"8457668460887267734";"2004"
" ÉCOLE DOCTORALE «VILLE ET ENVIRONNEMENT»";"2006898416462204416";"2009"
" Using an Integrated Urban Model to Estimate the Contribution of Commercial Vehicle Movement to Mobile Emissions in Urban Areas";"6709833261198956372";"2005"
"The Role of Settlement Structures Within the Concept of Sustainability-The Arnum West Case Study";"6652846680922845811";"2006"
"Entre reproduction, innovation et contingence: infléchir une trajectoire urbaine-L'exemple des politiques locales de transports et d'urbanisme.";"15295635628232351788";"2007"
"Firm relocation and accessibility of locations empirical results from the Netherlands";"4781084536047592934";"2005"
"Networks in cities, cities in networks: territory and globalisation intertwined in telecommunications infrastructure development in Europe";"11693752795945729519";"2005"
" Paris, librairie arabe";"8939000157707010551";"2006"
