stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
development land-use	land-use development	land-use development	2	6,29455750551	32,3388932708	185,312233981	2,0	21,0	 
participation public	public participation	public participation	2	6,29455750551	29,7866698314	241,656715361	3,0	9,0	 
planning trip	trip planning	trip planning	2	4,72091812914	22,3400023735	272,563950798	3,0	12,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	6,29455750551	29,7866698314	274,727407297	6,0	47,0	 
rail transit	rail transit	rail transit	2	6,29455750551	27,975838483	202,338957063	4,0	31,0	 
network test	test network	test network	2	6,29455750551	29,7866698314	204,411508427	3,0	27,0	 
sprawl urban	urban sprawl	urban sprawl	2	4,72091812914	24,2541699531	223,411380876	2,0	15,0	 
decision support system	decision support system	decision support system	3	7,94284723159	35,7391940124	276,375588717	3,0	19,0	 
land use-transportation	land use-transportation	land use-transportation	2	9,44183625827	39,8568728509	219,335056162	5,0	29,0	 
environmental impact	environmental impacts	environmental impacts	2	12,589115011	48,9066094497	215,850323821	7,0	67,0	 
public transit	public transit	public transit	2	6,29455750551	27,975838483	268,176342711	4,0	21,0	 
freight transportation	freight transportation	freight transportation	2	11,0154756347	46,4996849927	271,361281188	5,0	37,0	 
design problem	design problem	design problem|&|design problems	2	6,29455750551	29,7866698314	413,836550126	23,0	197,0	 
network planning	network planning	network planning	2	6,29455750551	32,3388932708	186,92665533	2,0	13,0	 
policy public	public policy	public policy	2	4,72091812914	22,3400023735	246,207141246	3,0	12,0	 
land-use planning transportation	transportation and land-use planning	transportation and land-use planning|&|land-use planning and transportation planning	4	5,95713542369	29,2198060679	240,896734224	2,0	15,0	 
carbon monoxide	carbon monoxide	carbon monoxide	2	4,72091812914	24,2541699531	197,064684338	2,0	23,0	 
freight movement	freight movement	freight movement	2	4,72091812914	24,2541699531	268,416758575	2,0	20,0	 
system transportation urban	urban transportation system	urban transportation system|&|urban transportation systems|&|transportation systems and urban	3	43,6856597738	129,270209109	201,682637366	16,0	112,0	 
life quality	quality of life	quality of life	3	14,1627543874	55,0199356309	206,37454119	7,0	56,0	 
design urban	urban design	urban design	2	6,29455750551	32,3388932708	192,976493176	2,0	18,0	 
available datum	data available	data available|&|available data	2	6,29455750551	29,7866698314	404,09523514	3,0	13,0	 
generation trip	trip generations	trip generations|&|trip generation	2	9,44183625827	44,680004747	199,895315878	3,0	17,0	 
planning problem	planning problems	planning problems|&|planning problem	2	6,29455750551	27,975838483	190,193616155	4,0	45,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	27,975838483	207,662452147	4,0	23,0	 
different mode	different modes	different modes	2	6,29455750551	27,975838483	201,803984795	4,0	42,0	 
federal fund	federal funds	federal funds	2	4,72091812914	24,2541699531	197,639597108	2,0	13,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	29,2198060679	285,834011245	2,0	14,0	 
duty heavy vehicle	heavy duty vehicles	heavy duty vehicles	3	7,94284723159	38,9597414239	206,264317814	2,0	19,0	 
bus network	bus network	bus network	2	4,72091812914	24,2541699531	298,992950109	2,0	13,0	 
center distribution	distribution centers	distribution centers	2	6,29455750551	32,3388932708	271,559313498	2,0	9,0	 
plan transportation	transportation plans	transportation plans|&|transportation plan	2	7,86819688189	34,9697981038	191,66909384	4,0	43,0	 
planning transport	transport planning	transport planning	2	9,44183625827	39,8568728509	226,153513897	5,0	30,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	27,975838483	185,884291763	5,0	55,0	 
datum transportation	transportation data	transportation data	2	4,72091812914	24,2541699531	268,079181986	2,0	5,0	 
major problem	major problems	major problems|&|major problem	2	6,29455750551	27,975838483	225,290504294	4,0	22,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	23,8285416948	90,7008955447	304,165280386	7,0	70,0	 
freight planning transportation	freight transportation planning	freight transportation planning	3	5,95713542369	29,2198060679	186,754300703	2,0	22,0	 
capacity network	network capacity	network capacity	2	12,589115011	59,5733396627	260,195747842	3,0	33,0	 
public transport	public transport	public transport	2	12,589115011	50,8472300871	182,368781159	6,0	49,0	 
policy transportation urban	urban transportation policy	urban transportation policy	3	5,95713542369	26,8043955093	214,716303554	3,0	24,0	 
form urban	urban form	urban form	2	12,589115011	47,2255673904	223,282072605	8,0	51,0	 
change climate	climate change	climate change	2	7,86819688189	40,4236165885	202,927100176	2,0	12,0	 
planning process	planning process	planning process|&|planning processes	2	26,7518693984	87,3660890248	318,015423964	22,0	134,0	 
maker policy	policy makers	policy makers	2	7,86819688189	33,2140607091	249,191802697	5,0	45,0	 
design transportation	transportation design	transportation design	2	9,44183625827	41,9637577245	524,082505955	4,0	19,0	 
level service	service levels	service levels|&|level of service|&|service level	2	9,44183625827	38,1354225653	219,451711924	6,0	50,0	 
scenario transportation	transportation scenarios	transportation scenarios	2	6,29455750551	27,975838483	249,693583193	4,0	29,0	 
investment transportation	transportation investment	transportation investment|&|transportation investments	2	7,86819688189	34,9697981038	288,16030165	5,0	34,0	 
program research	research program	research program	2	4,72091812914	22,3400023735	231,343427761	3,0	20,0	 
design network problem	network design problem	network design problem|&|network design problems	3	33,7571007343	105,094296157	440,322983274	20,0	176,0	 
design network	network design	network design	2	25,1782300221	86,4330334873	434,823565565	27,0	219,0	 
quality service	service quality	service quality	2	6,29455750551	32,3388932708	378,010393496	2,0	5,0	 
demand transportation	transportation demand	transportation demand|&|demand of transportation	2	6,29455750551	29,7866698314	226,136574717	3,0	28,0	 
instrument policy	policy instruments	policy instruments	2	4,72091812914	24,2541699531	276,797038695	2,0	14,0	 
achievement value	achievement values	achievement values	2	6,29455750551	36,7019480587	715,546423458	1,0	2,0	 
structure urban	urban structure	urban structure	2	6,29455750551	27,975838483	262,252152881	4,0	30,0	 
decision make	decision making	decision making	2	7,86819688189	37,2333372892	196,942465079	3,0	12,0	 
network representation	network representation	network representation	2	6,29455750551	32,3388932708	539,985138247	2,0	5,0	 
mode travel	travel mode	travel mode|&|travel modes|&|mode of travel	2	7,86819688189	33,2140607091	196,715593369	5,0	53,0	 
structure system	structure system	structure system|&|structure of the system	2	6,29455750551	32,3388932708	269,765328479	2,0	10,0	 
development transportation	transportation development	transportation development	2	6,29455750551	27,975838483	245,532765081	6,0	40,0	 
performance system	system performance	system performance|&|performance of the system	2	6,29455750551	27,975838483	248,940859544	4,0	25,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	13,8999826553	58,5448137045	286,259650324	4,0	38,0	 
decision maker	decision makers	decision makers|&|Decision makers	2	6,29455750551	27,975838483	327,160039077	4,0	29,0	 
flow good	goods flows	goods flows	2	4,72091812914	24,2541699531	415,177275374	2,0	9,0	 
government local	local governments	local governments	2	4,72091812914	22,3400023735	265,036260504	3,0	15,0	 
assignment traffic	traffic assignment	traffic assignment	2	9,44183625827	44,680004747	217,371260982	3,0	16,0	 
planning transportation	transportation planning	transportation planning	2	105,433838217	218,199865481	206,72710864	61,0	406,0	 
system transport	transport system	transport system	2	7,86819688189	34,9697981038	189,576521871	4,0	16,0	 
land policy use	land use policies	land use policies	3	5,95713542369	29,2198060679	216,151758066	2,0	16,0	 
service transportation	transportation services	transportation services|&|transportation service	2	18,8836725165	66,6245813384	289,902535863	10,0	43,0	 
need research	research needs	research needs	2	4,72091812914	24,2541699531	576,535574385	2,0	9,0	 
planning process transportation	transportation planning process	transportation planning process	3	31,7713889264	98,9122787362	297,894016333	12,0	81,0	 
information value	value of information	value of information|&|value information	3	9,44183625827	55,052922088	669,790962246	1,0	1,0	 
centre city	city centre	city centre	2	4,72091812914	24,2541699531	248,462187439	2,0	16,0	 
density population	population density	population density	2	7,86819688189	34,9697981038	219,927004348	4,0	18,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	6,29455750551	27,975838483	215,635635637	4,0	38,0	 
demand management	demand management	demand management	2	6,29455750551	32,3388932708	220,605596313	2,0	22,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	9,92855903949	41,8177240746	300,734519964	4,0	34,0	 
activity centre	activity centres	activity centres	2	4,72091812914	24,2541699531	197,665105895	2,0	29,0	 
congestion traffic urban	urban traffic congestion	urban traffic congestion|&|congestion in urban traffic	3	5,95713542369	29,2198060679	249,651294907	2,0	18,0	 
choice model	choice models	choice models|&|choice model	2	6,29455750551	29,7866698314	219,004644273	4,0	30,0	 
management transportation	transportation management	transportation management	2	4,72091812914	22,3400023735	202,895712413	3,0	13,0	 
system transit	transit system	transit system|&|transit systems	2	14,1627543874	57,203133848	255,527268433	7,0	46,0	 
equilibrium user	user equilibrium	user equilibrium	2	12,589115011	53,1424971346	191,234533751	8,0	86,0	 
sustainable transportation urban	sustainable urban transportation	sustainable urban transportation|&|urban transportation sustainable	3	5,95713542369	26,8043955093	436,102912507	4,0	23,0	 
policy transportation	transportation policy	transportation policy|&|transportation policies	2	29,8991481512	95,4286872009	246,630132792	17,0	127,0	 
method solution	solution methods	solution methods	2	7,86819688189	34,9697981038	208,513561409	4,0	24,0	 
system traffic	traffic system	traffic system	2	4,72091812914	22,3400023735	236,653386682	3,0	28,0	 
