stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
gas greenhouse	greenhouse gas	greenhouse gas	2	4,72091812914	23,0349069858	275,159175225	5,0	39,0	 
rail transit	rail transit	rail transit	2	6,29455750551	26,3501545265	230,578979872	4,0	31,0	 
sprawl urban	urban sprawl	urban sprawl	2	4,72091812914	23,0349069858	190,462190539	2,0	15,0	 
land use-transportation	land use-transportation	land use-transportation	2	9,44183625827	37,4183469162	199,84422197	5,0	32,0	 
future public transportation	future of public transportation	future of public transportation	4	3,9714236158	18,4541783339	197,594910062	2,0	32,0	 
network topology	network topology	network topology	2	4,72091812914	21,1207394062	209,307916171	3,0	25,0	 
public transit	public transit	public transit	2	4,72091812914	21,1207394062	219,654274704	3,0	21,0	 
period time	time period	time period	2	4,72091812914	21,1207394062	261,650526666	3,0	21,0	 
available datum	data available	data available|&|available data	2	4,72091812914	23,0349069858	213,808889536	2,0	8,0	 
network planning transportation	transportation network planning	transportation network planning	3	5,95713542369	31,810439124	206,057677705	1,0	4,0	 
freight transportation	freight transportation	freight transportation	2	7,86819688189	35,2012323436	284,973304104	3,0	24,0	 
design problem	design problem	design problem|&|design problems	2	6,29455750551	28,1609858749	323,817635079	6,0	48,0	 
decision planning	planning decisions	planning decisions	2	4,72091812914	21,1207394062	231,897033485	3,0	22,0	 
choice route	route choice	route choice	2	4,72091812914	23,0349069858	192,862373604	4,0	38,0	 
freight planning transportation urban	urban freight transportation planning	urban freight transportation planning	4	3,9714236158	21,206959416	284,683926649	1,0	14,0	 
policy public	public policy	public policy	2	4,72091812914	21,1207394062	197,565369547	3,0	13,0	 
automobile dominance overall passenger transportation urban	overall dominance of automobiles in urban passenger transportation	overall dominance of automobiles in urban passenger transportation	8	3,9714236158	18,4541783339	197,594910062	2,0	32,0	 
carbon monoxide	carbon monoxide	carbon monoxide	2	4,72091812914	23,0349069858	221,354607594	2,0	24,0	 
freight movement	freight movement	freight movement	2	4,72091812914	23,0349069858	292,352337657	2,0	19,0	 
emission vehicle	vehicle emissions	vehicle emissions	2	7,86819688189	32,9376931582	211,487507708	4,0	45,0	 
cluster compactness spatial	spatial compactness of each cluster	spatial compactness of each cluster	5	3,9714236158	18,4541783339	325,103943341	2,0	14,0	 
network public transportation	public transportation network	public transportation network	3	3,9714236158	18,4541783339	185,983808028	2,0	5,0	 
generation trip	trip generation	trip generation	2	6,29455750551	30,7132093144	203,33720126	2,0	12,0	 
planning problem	planning problems	planning problems|&|planning problem	2	6,29455750551	26,3501545265	196,547236014	4,0	44,0	 
analysis robustness	robustness analysis	robustness analysis	2	4,72091812914	26,3071980766	206,947764951	1,0	9,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	26,3501545265	200,261263441	4,0	28,0	 
cost travel	travel costs	travel costs|&|travel cost|&|costs of travel	2	11,0154756347	43,6547380689	202,885191072	5,0	44,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	27,6812675009	295,151945726	2,0	16,0	 
different mode	different modes	different modes	2	4,72091812914	21,1207394062	209,285595637	3,0	35,0	 
bus network	bus network	bus network	2	4,72091812914	23,0349069858	346,173413172	2,0	14,0	 
planning transport	transport planning	transport planning	2	7,86819688189	32,9376931582	238,293949651	4,0	22,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	26,3501545265	211,339634556	5,0	57,0	 
approach case promise	promising approaches in each case	promising approaches in each case	5	3,9714236158	18,4541783339	197,594910062	2,0	32,0	 
major problem	major problems	major problems|&|major problem	2	6,29455750551	26,3501545265	193,326595963	4,0	27,0	 
capacity network	network capacity	network capacity	2	12,589115011	56,3219717498	225,897715463	3,0	32,0	 
car heavy	cars and heavy	cars and heavy	3	4,72091812914	26,3071980766	189,252247574	1,0	16,0	 
policy transportation urban	urban transportation policy	urban transportation policy	3	5,95713542369	25,2658569423	233,107139323	3,0	25,0	 
model optimization	optimization model	optimization model	2	4,72091812914	21,1207394062	182,432647323	3,0	27,0	 
planning process	planning process	planning process|&|planning processes	2	20,4573118929	69,0485498548	243,724592696	17,0	109,0	 
emission total	total emissions	total emissions	2	4,72091812914	23,0349069858	240,701742266	2,0	20,0	 
Land planning scenario use-transportation	Land use-transportation scenario planning	Land use-transportation scenario planning	4	3,9714236158	21,206959416	604,89108576	1,0	2,0	 
performance system	system performance	system performance|&|performance of the system	2	4,72091812914	21,1207394062	220,621148641	3,0	21,0	 
planner transportation	transportation planners	transportation planners	2	7,86819688189	32,9376931582	238,105940567	4,0	27,0	 
compactness spatial	spatial compactness	spatial compactness	2	4,72091812914	23,0349069858	543,203587389	2,0	14,0	 
maker policy	policy makers	policy makers	2	7,86819688189	31,1819557635	227,656066459	5,0	43,0	 
congestion different level	different levels of congestion	different levels of congestion|&|different congestion levels	4	3,9714236158	18,4541783339	325,103943341	2,0	14,0	 
investment transportation	transportation investment	transportation investment	2	4,72091812914	23,0349069858	212,828210655	3,0	27,0	 
design network problem	network design problem	network design problem	3	7,94284723159	33,6878092564	308,23035917	3,0	22,0	 
design network	network design	network design	2	14,1627543874	53,5453449459	403,191816204	10,0	64,0	 
network structure	network structure	network structure|&|structure of the network	2	4,72091812914	21,1207394062	239,969986996	3,0	20,0	 
