stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
flow traffic	traffic flow	traffic flow	2	6,29455750551	25,8766563758	115,061714578	3,0	31,0	 
requirement transportation	transportation requirements	transportation requirements	2	4,72091812914	24,5939509523	177,535560357	1,0	8,0	 
rail transit	rail transit	rail transit	2	6,29455750551	24,0658250275	213,321504935	4,0	26,0	 
hierarchy network planning transportation urban	urban hierarchy and transportation network planning	urban hierarchy and transportation network planning	6	3,9714236158	19,7657079681	198,776341215	1,0	3,0	 
environmental impact	environmental impacts	environmental impacts	2	7,86819688189	30,0822812843	239,529909733	4,0	21,0	 
life quality	quality of life	quality of life	3	12,589115011	43,027203176	216,538426764	6,0	25,0	 
freight transportation	freight transportation	freight transportation	2	4,72091812914	21,3216598615	596,995254894	2,0	6,0	 
benefit cost full	full costs and benefits	full costs and benefits	4	3,9714236158	19,7657079681	329,429621692	1,0	3,0	 
development transportation urban	urban transportation development	urban transportation development|&|development of urban transportation	3	3,9714236158	17,012926886	195,331251157	3,0	24,0	 
choice route	route choice	route choice	2	4,72091812914	19,4074922819	241,183888244	3,0	22,0	 
air quality standard	air quality standards	air quality standards	3	5,95713542369	23,1039797704	133,729436432	3,0	39,0	 
policy public	public policy	public policy	2	4,72091812914	19,4074922819	392,8729891	3,0	12,0	 
carbon monoxide	carbon monoxide	carbon monoxide	2	4,72091812914	21,3216598615	128,238164478	2,0	27,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|urban transportation system	3	35,7428125422	89,0738191445	139,845416367	12,0	80,0	 
emission vehicle	vehicle emissions	vehicle emissions	2	7,86819688189	30,0822812843	149,046228541	4,0	43,0	 
design urban	urban design	urban design	2	6,29455750551	28,4288798153	117,346818288	2,0	14,0	 
congestion traffic	traffic congestion	traffic congestion	2	15,7363937638	47,4034453713	135,995406098	10,0	95,0	 
entire system	entire system	entire system	2	4,72091812914	24,5939509523	135,770871596	1,0	5,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	24,0658250275	233,593922006	4,0	26,0	 
different mode	different modes	different modes	2	4,72091812914	19,4074922819	153,102231289	3,0	33,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	25,519390329	174,088413038	2,0	15,0	 
time travel	travel time	travel time|&|travel times	2	22,0309512693	75,297605558	141,072700768	6,0	56,0	 
demand travel	travel demand	travel demand|&|travel demands	2	17,3100331402	52,1437899084	134,016264485	9,0	71,0	 
plan transportation	transportation plans	transportation plans	2	4,72091812914	21,3216598615	187,399641229	2,0	16,0	 
Urban transportation	Urban transportation	Urban transportation	2	4,72091812914	19,4074922819	187,849693673	3,0	13,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	24,0658250275	160,27846181	5,0	52,0	 
network transit	transit network	transit network|&|transit networks	2	11,0154756347	45,2841486577	161,169819137	3,0	28,0	 
equilibrium network	network equilibrium	network equilibrium	2	4,72091812914	21,3216598615	373,106518272	2,0	5,0	 
policy transportation	transportation policy	transportation policy|&|transportation policies	2	23,6045906457	68,6181762146	344,259491993	13,0	71,0	 
capacity network	network capacity	network capacity	2	7,86819688189	35,5360997691	181,424712651	2,0	18,0	 
public transport	public transport	public transport	2	7,86819688189	30,0822812843	181,150985007	4,0	35,0	 
car heavy	cars and heavy	cars and heavy	3	4,72091812914	24,5939509523	122,987218241	1,0	19,0	 
policy transportation urban	urban transportation policy	urban transportation policy	3	5,95713542369	23,1039797704	301,084269585	3,0	19,0	 
model optimization	optimization model	optimization model	2	4,72091812914	19,4074922819	250,926337815	3,0	23,0	 
emission total	total emissions	total emissions	2	4,72091812914	21,3216598615	258,35485666	2,0	15,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	25,8766563758	208,094157646	3,0	15,0	 
poor urban	urban poor	urban poor	2	4,72091812914	24,5939509523	311,632525524	1,0	5,0	 
performance system	system performances	system performances|&|system performance|&|performance of the system	2	4,72091812914	19,4074922819	203,711504124	3,0	11,0	 
need research	research needs	research needs	2	4,72091812914	21,3216598615	250,618278562	2,0	10,0	 
form urban	urban form	urban form	2	6,29455750551	24,0658250275	181,883825941	4,0	31,0	 
compactness spatial	spatial compactness	spatial compactness	2	4,72091812914	21,3216598615	419,185603617	2,0	13,0	 
maker policy	policy makers	policy makers	2	4,72091812914	19,4074922819	250,931213932	3,0	22,0	 
life urban	urban life	urban life	2	4,72091812914	19,4074922819	179,092033925	3,0	13,0	 
measure performance	performance measures	performance measures	2	4,72091812914	21,3216598615	133,299105329	2,0	27,0	 
energy transportation	transportation energy	transportation energy	2	6,29455750551	28,4288798153	136,186294375	2,0	12,0	 
network performance	network performance	network performance	2	9,44183625827	36,0987375412	121,506369609	4,0	53,0	 
program research	research program	research program	2	4,72091812914	19,4074922819	203,823397008	3,0	19,0	 
health public	public health	public health	2	4,72091812914	24,5939509523	122,987218241	1,0	19,0	 
design network problem	network design problem	network design problem	3	5,95713542369	25,519390329	269,65119284	2,0	14,0	 
design network	network design	network design	2	6,29455750551	24,0658250275	394,907655264	6,0	32,0	 
forecasting model	forecasting models	forecasting models	2	4,72091812914	24,5939509523	167,689082094	1,0	12,0	 
