"alphalocalization";"diffusion";"diffusionsteps";"distance";"entropy";"growthrate";"moran";"rsquared";"slope";"population"
0.664071345984374;0.0377382001057515;2;0.099588498591352;0.990450631130805;5922.53924831422;0.0128457753252743;0.718313186825128;-0.383448269830681;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0994107669429717;0.991137791860732;5922.53924831422;0.0154553889029802;0.723801450844755;-0.368565432192098;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0994845629105023;0.98075024919626;5922.53924831422;0.00754886102865966;0.707830730236502;-0.556803462797505;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0994672201345958;0.990745411080309;5922.53924831422;0.0131525542935991;0.701400315022233;-0.376352425724431;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0994425702678202;0.980393993264582;5922.53924831422;0.0075233550966884;0.711446460930059;-0.559973680605522;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0997065886357419;0.990510395380207;5922.53924831422;0.0134201957890797;0.716354128337024;-0.382208501497427;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0996910328091478;0.990760150485254;5922.53924831422;0.0121545305495877;0.715069704265368;-0.376531733365469;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0995486721943606;0.990379734622875;5922.53924831422;0.0142920677518118;0.705772333617139;-0.384867143168017;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0995826859067407;0.990677804879054;5922.53924831422;0.0128552934474557;0.705833142603865;-0.378637880486227;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0996293192933054;0.979766429894785;5922.53924831422;0.00877216120924881;0.700440807741406;-0.570798068353365;96750.4927315649
0.664071345984374;0.0377382001057515;2;0.0994016553525621;0.990542971240338;5922.53924831422;0.0138203114976324;0.714856361430773;-0.381623633058701;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0997433492431189;0.980160639491815;5922.53924831422;0.00959123632393807;0.708403107985873;-0.562396057670446;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0992501977651736;0.980254484761417;5922.53924831422;0.00801512015136953;0.713307880299374;-0.563959029606586;96750.4927315649
0.664071345984374;0.0377382001057515;1;0.0993812293200188;0.980521216584004;5922.53924831422;0.00778738533207616;0.706164819942208;-0.558905233121775;96750.4927315649
