stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
national system	national system	national system	2	3,14727875276	14,2144399076	507,713753364	2,0	5,0	 
economic relation	economic relations	economic relations	2	3,14727875276	14,2144399076	170,246528624	2,0	5,0	 
environment urban	urban environment	urban environment	2	3,14727875276	14,2144399076	195,996254796	2,0	14,0	 
investor property residential single-family	Investors in single-family residential properties	Investors in single-family residential properties	5	3,9714236158	19,7657079681	857,343758044	1,0	3,0	 
metropolitan region	metropolitan regions	metropolitan regions	2	4,72091812914	19,4074922819	344,365363017	3,0	13,0	 
Analyst accessibility	Accessibility Analyst	Accessibility Analyst	2	3,14727875276	16,3959673015	115,959025089	1,0	8,0	 
gravity model principal	gravity model and principal	gravity model and principal	4	3,9714236158	17,012926886	122,798891518	2,0	28,0	 
research urban	urban research	urban research	2	3,14727875276	14,2144399076	120,029526521	2,0	12,0	 
sprawl urban	urban sprawl	urban sprawl	2	6,29455750551	25,8766563758	83,8784316345	3,0	18,0	 
1990s geography urban	urban geography in the 1990s	urban geography in the 1990s|&|urban geography during the 1990s|&|urban geography beyond the 1990s	5	5,95713542369	25,519390329	326,957748993	2,0	7,0	 
environmental impact	environmental impacts	environmental impacts	2	4,72091812914	19,4074922819	123,095362884	3,0	19,0	 
50th anniversary publication	50th anniversary of the publication	50th anniversary of the publication	5	3,9714236158	17,012926886	181,80096416	2,0	21,0	 
American city	American cities	American cities|&|American city	2	4,72091812914	19,4074922819	224,819385944	3,0	6,0	 
public space	public space	public space	2	4,72091812914	19,4074922819	165,768101974	3,0	18,0	 
method methodology	method and methodology	method and methodology	3	6,29455750551	28,4288798153	153,127960723	2,0	8,0	 
development transportation urban	urban transportation development	urban transportation development|&|development of urban transportation	3	3,9714236158	17,012926886	179,28355955	2,0	10,0	 
freight planning transportation urban	urban freight transportation planning	urban freight transportation planning	4	3,9714236158	19,7657079681	185,875435537	1,0	5,0	 
issue special	special issue	special issue	2	4,72091812914	19,4074922819	170,264880519	3,0	11,0	 
benefit decentralization metropolitan	benefits of a metropolitan decentralization	benefits of a metropolitan decentralization	5	3,9714236158	19,7657079681	222,38464199	1,0	7,0	 
city development geography	Developments in the geography of cities	Developments in the geography of cities	6	3,9714236158	17,012926886	181,80096416	2,0	21,0	 
freight movement	freight movement	freight movement	2	4,72091812914	21,3216598615	391,985885218	2,0	8,0	 
energy use	energy use	energy use	2	4,72091812914	21,3216598615	663,061629812	2,0	5,0	 
form new	new forms	new forms	2	4,72091812914	21,3216598615	229,666402203	2,0	11,0	 
energy passenger transportation	passenger transportation energy	passenger transportation energy	3	3,9714236158	19,7657079681	40,988234541	1,0	3,0	 
