stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	28,3408426109	319,990931277	3,0	24,0	 
datum geographic information parcel-level system	parcel-level data in a geographic information system	parcel-level data in a geographic information system|&|parcel-level geographic information system data	7	3,9714236158	18,5676553	415,056899759	2,0	15,0	 
metropolitan region	metropolitan region	metropolitan region	2	4,72091812914	23,1697995378	305,785925214	2,0	14,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	7,86819688189	31,4067766835	481,469594067	11,0	83,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
current knowledge state	current state of knowledge	current state of knowledge	4	5,95713542369	25,4360723914	286,558698401	3,0	34,0	 
ecosystem service	ecosystem services	ecosystem services	2	14,1627543874	56,5321980303	329,445154666	5,0	39,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	43,6856597738	122,473295236	555,680102773	14,0	100,0	 
policy public transport	public transport policy	public transport policy	3	3,9714236158	18,5676553	472,748355391	2,0	28,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	7,86819688189	35,4260532636	429,341690073	3,0	23,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	27,85148295	330,151269206	2,0	23,0	 
carbon storage	carbon storage	carbon storage	2	4,72091812914	23,1697995378	411,226324714	2,0	14,0	 
environmental quality	environmental quality	environmental quality	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
health human	human health	human health	2	4,72091812914	21,2556319582	645,105941322	3,0	15,0	 
issue special	special issue	special issue	2	4,72091812914	21,2556319582	292,221112592	3,0	18,0	 
datum set	data sets	data sets	2	4,72091812914	21,2556319582	457,394225439	3,0	11,0	 
generation trip	trip generation	trip generation	2	4,72091812914	21,2556319582	592,783330931	3,0	10,0	 
policy reform	policy reform	policy reform	2	4,72091812914	23,1697995378	515,202231854	2,0	15,0	 
energy use	energy use	energy use	2	6,29455750551	26,5300112625	481,81542675	4,0	29,0	 
development form	development forms	development forms	2	4,72091812914	23,1697995378	293,717275356	2,0	20,0	 
intense pressure	intense pressure	intense pressure	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
behavior travel	travel behavior	travel behavior	2	4,72091812914	21,2556319582	293,080532451	3,0	27,0	 
loss open space	loss of open space	loss of open space	4	5,95713542369	25,4360723914	827,545954327	3,0	41,0	 
improvement transportation	transportation improvements	transportation improvements|&|transportation improvement	2	7,86819688189	31,4067766835	413,791163458	5,0	33,0	 
area metropolitan	metropolitan areas	metropolitan areas	2	9,44183625827	35,9666817346	379,653282627	6,0	44,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	5,95713542369	25,4360723914	827,545954327	3,0	41,0	 
change cover land	land cover change	land cover change|&|changes in land cover|&|land cover changes	3	7,94284723159	31,6297484358	361,91147581	6,0	49,0	 
change land use	land use change	land use change|&|land use changes|&|changes in land use|&|change in land use|&|Changes in the use of land|&|Changes in land use	3	135,028402937	241,017997837	399,645571324	37,0	341,0	 
future near	near future	near future	2	6,29455750551	26,5300112625	349,657087327	4,0	32,0	 
carbon soil	soil carbon	soil carbon	2	12,589115011	61,7861321007	289,783933436	2,0	17,0	 
question research	research questions	research questions	2	4,72091812914	21,2556319582	404,717550009	3,0	13,0	 
change land-cover land-use	Land-use and land-cover change	Land-use and land-cover change|&|land-use and land-cover change|&|land-cover and land-use change	4	9,92855903949	42,3934539857	684,195939837	3,0	22,0	 
development urban	urban development	urban development	2	9,44183625827	35,9666817346	300,750630248	6,0	28,0	 
change landscape	landscape change	landscape change	2	4,72091812914	21,2556319582	491,379027616	3,0	23,0	 
ecosystem response	ecosystem responses	ecosystem responses	2	11,0154756347	49,596474569	426,050163614	3,0	19,0	 
maker policy	policy makers	policy makers	2	7,86819688189	31,4067766835	376,014501691	5,0	34,0	 
transportation-land use	transportation-land use	transportation-land use	2	9,44183625827	42,5112639163	525,873199689	5,0	35,0	 
growth population	population growth	population growth	2	9,44183625827	35,9666817346	420,655113111	6,0	35,0	 
measure performance	performance measures	performance measures	2	6,29455750551	28,3408426109	521,451628363	3,0	24,0	 
pattern spatial	spatial pattern	spatial pattern	2	6,29455750551	30,8930660503	349,341434088	2,0	5,0	 
interaction transportation	transportation interaction	transportation interaction|&|interaction between transportation	2	4,72091812914	21,2556319582	495,657530412	3,0	23,0	 
Metropolitan area	Metropolitan areas	Metropolitan areas	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
model programming	programming model	programming model	2	6,29455750551	28,3408426109	561,556717511	3,0	15,0	 
consumption fuel	fuel consumption	fuel consumption	2	4,72091812914	23,1697995378	2163,25467182	2,0	3,0	 
cumulative effect	cumulative effects	cumulative effects	2	4,72091812914	26,4420906286	1236,4293789	1,0	1,0	 
change cover land use	land use and land cover change	land use and land cover change|&|land cover and land use change	6	7,94284723159	31,6297484358	326,13368619	4,0	41,0	 
environmental management	environmental management	environmental management	2	4,72091812914	21,2556319582	407,758174349	3,0	36,0	 
environmental impact	environmental impacts	environmental impacts	2	9,44183625827	39,7950168938	424,278480091	4,0	38,0	 
land urban use	urban land use	urban land use|&|land use and urban	3	5,95713542369	25,4360723914	297,306045116	3,0	23,0	 
ecological footprint	ecological footprint	ecological footprint	2	4,72091812914	23,1697995378	387,99159674	2,0	9,0	 
different scenario	different scenarios	different scenarios	2	6,29455750551	26,5300112625	364,336046037	4,0	22,0	 
land transportation use	land use and transportation	land use and transportation|&|land use transportation|&|transportation and land use	4	23,8285416948	70,7842708051	274,661212124	11,0	71,0	 
support system	support system	support system	2	4,72091812914	23,1697995378	392,65936223	2,0	7,0	 
density population	population density	population density|&|density of population	2	6,29455750551	30,8930660503	611,733207385	2,0	8,0	 
model simulation	simulation models	simulation models|&|simulation model	2	6,29455750551	26,5300112625	291,542700829	4,0	35,0	 
land quality	land quality	land quality|&|quality of land|&|quality land	2	4,72091812914	21,2556319582	686,79361927	3,0	15,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	15,8856944632	56,8184020488	485,533550572	6,0	44,0	 
change land-cover	land-cover change	land-cover change|&|land-cover changes	2	4,72091812914	21,2556319582	625,155699012	5,0	33,0	 
federal mandate	federal mandates	federal mandates	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
development pattern	development patterns	development patterns	2	4,72091812914	23,1697995378	691,734227149	2,0	16,0	 
planning transportation	transportation planning	transportation planning	2	18,8836725165	60,487293454	429,206866818	12,0	80,0	 
land policy use	land use policies	land use policies|&|land use policy	3	31,7713889264	94,3790277401	338,403518998	11,0	78,0	 
co-evolution model	co-evolution model	co-evolution model	2	4,72091812914	23,1697995378	1017,88333345	2,0	1,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	89,6974444536	217,336415026	369,362796915	27,0	175,0	 
landscape structure	landscape structure	landscape structure	2	4,72091812914	23,1697995378	646,866799723	2,0	10,0	 
food production	food production	food production	2	11,0154756347	41,9611286904	315,010345271	6,0	37,0	 
land-use planning	land-use planning	land-use planning	2	9,44183625827	37,6881320202	414,53303837	5,0	18,0	 
mile vehicle	vehicle miles	vehicle miles	2	4,72091812914	21,2556319582	751,499506304	3,0	24,0	 
change cover	cover change	cover change|&|cover changes	2	4,72091812914	23,1697995378	380,928820486	6,0	61,0	 
land-use system	land-use system	land-use system|&|land-use systems	2	6,29455750551	26,5300112625	676,407812572	4,0	24,0	 
carbon stock	carbon stocks	carbon stocks|&|carbon stock	2	7,86819688189	33,1625140782	322,775521445	4,0	34,0	 
decision land-use	land-use decisions	land-use decisions	2	4,72091812914	23,1697995378	530,178277882	2,0	16,0	 
Land change use	Land use change	Land use change|&|Land use changes	3	17,8714062711	56,6744706291	329,38044793	9,0	87,0	 
integration land use	integration of land use	integration of land use	4	5,95713542369	25,4360723914	451,019774463	3,0	32,0	 
model planning	planning models	planning models	2	6,29455750551	26,5300112625	760,036427905	4,0	47,0	 
decision-making land use	land use decision-making	land use decision-making|&|decision-making for land use	3	5,95713542369	25,4360723914	430,666593892	3,0	27,0	 
land tenure	land tenure	land tenure	2	9,44183625827	42,5112639163	321,904999562	3,0	24,0	 
growth smart	smart growth	smart growth	2	4,72091812914	23,1697995378	333,951055973	2,0	20,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	5,95713542369	25,4360723914	723,720488189	3,0	30,0	 
air quality	air quality	air quality	2	15,7363937638	62,813553367	357,91358095	5,0	23,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	5,95713542369	27,85148295	592,128828349	2,0	14,0	 
facility transportation	transportation facilities	transportation facilities	2	9,44183625827	39,7950168938	438,851898543	4,0	17,0	 
development sustainable	sustainable development	sustainable development	2	7,86819688189	35,4260532636	1217,81599762	3,0	17,0	 
management resource	resource management	resource management	2	4,72091812914	21,2556319582	479,760340495	3,0	25,0	 
land-use transportation	land-use transportation	land-use transportation	2	4,72091812914	23,1697995378	604,11213656	3,0	17,0	 
equilibrium user	user equilibrium	user equilibrium	2	6,29455750551	35,2561208382	842,825239254	2,0	10,0	 
model transportation	transportation models	transportation models|&|transportation model	2	12,589115011	46,0149550087	388,68625809	10,0	76,0	 
network transportation	transportation network	transportation network	2	11,0154756347	43,9694873569	491,769305893	5,0	29,0	 
policy transportation	transportation policies	transportation policies|&|transportation policy	2	9,44183625827	37,6881320202	415,338923488	7,0	69,0	 
change use	use change	use change|&|use changes|&|use and change	2	4,72091812914	21,2556319582	504,615194379	34,0	253,0	 
citizen concern	citizen concerns	citizen concerns	2	4,72091812914	21,2556319582	827,545954327	3,0	41,0	 
change land model use	land use change models	land use change models	4	7,94284723159	33,9147631886	402,168039818	3,0	26,0	 
area urban	urban areas	urban areas	2	6,29455750551	26,5300112625	380,612111967	4,0	26,0	 
model system	model system	model system	2	11,0154756347	41,9611286904	320,885754675	6,0	126,0	 
air pollution	air pollution	air pollution	2	12,589115011	56,6816852218	494,881513393	3,0	18,0	 
cover land	land cover	land cover	2	11,0154756347	41,9611286904	327,30240278	15,0	170,0	 
change model	change models	change models	2	4,72091812914	23,1697995378	483,702771766	4,0	34,0	 
land pattern use	land use patterns	land use patterns	3	5,95713542369	25,4360723914	565,392170273	3,0	20,0	 
planning policy	planning policies	planning policies	2	4,72091812914	23,1697995378	368,243761711	2,0	16,0	 
scale temporal	temporal scales	temporal scales	2	4,72091812914	21,2556319582	351,535940548	3,0	24,0	 
