stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
change land	land change	land change|&|changes in land|&|land changes	2	11,0154756347	42,2167196378	398,637265426	6,0	32,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	28,4868945808	325,915117448	3,0	24,0	 
health human	human health	human health	2	4,72091812914	21,3651709356	698,433905553	3,0	15,0	 
metropolitan region	metropolitan region	metropolitan region	2	4,72091812914	23,2793385152	308,613478682	2,0	14,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	7,86819688189	31,5893416459	477,252868131	11,0	84,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	21,3651709356	831,961560156	3,0	41,0	 
current knowledge state	current state of knowledge	current state of knowledge	4	5,95713542369	25,5742951916	308,099656215	3,0	33,0	 
ecosystem service	ecosystem services	ecosystem services	2	14,1627543874	56,8608149627	341,073434323	5,0	38,0	 
land use-transportation	land use-transportation	land use-transportation	2	11,0154756347	42,2167196378	287,00675787	10,0	62,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	43,6856597738	123,486929104	563,413235176	14,0	100,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	7,86819688189	35,6086182261	431,903941682	3,0	23,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	27,9897057501	333,592373888	2,0	23,0	 
carbon storage	carbon storage	carbon storage	2	4,72091812914	23,2793385152	413,064763899	2,0	14,0	 
environmental quality	environmental quality	environmental quality	2	4,72091812914	21,3651709356	831,961560156	3,0	41,0	 
issue special	special issue	special issue	2	4,72091812914	21,3651709356	319,719325661	3,0	17,0	 
datum set	data sets	data sets	2	4,72091812914	21,3651709356	460,903797403	3,0	11,0	 
generation trip	trip generation	trip generation	2	4,72091812914	21,3651709356	517,684986226	3,0	9,0	 
policy reform	policy reform	policy reform	2	4,72091812914	23,2793385152	520,704853945	2,0	15,0	 
energy use	energy use	energy use	2	6,29455750551	26,6760632325	479,409523235	4,0	29,0	 
development form	development forms	development forms	2	4,72091812914	23,2793385152	297,880685111	2,0	20,0	 
current knowledge	current knowledge	current knowledge	2	4,72091812914	21,3651709356	328,749757238	3,0	22,0	 
intense pressure	intense pressure	intense pressure	2	4,72091812914	21,3651709356	831,961560156	3,0	41,0	 
behavior travel	travel behavior	travel behavior	2	4,72091812914	21,3651709356	296,527409922	3,0	27,0	 
loss open space	loss of open space	loss of open space	4	5,95713542369	25,5742951916	831,961560156	3,0	41,0	 
improvement transportation	transportation improvements	transportation improvements|&|transportation improvement	2	7,86819688189	31,5893416459	436,190423963	5,0	32,0	 
area metropolitan	metropolitan areas	metropolitan areas	2	9,44183625827	36,1857596895	398,193179234	6,0	44,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	5,95713542369	25,5742951916	831,961560156	3,0	41,0	 
change cover land	land cover change	land cover change|&|changes in land cover|&|land cover changes	3	9,92855903949	37,5520629548	323,966360545	7,0	59,0	 
land transaction	land transactions	land transactions	2	11,0154756347	61,9538024142	318,955317094	1,0	6,0	 
land-use pattern	land-use patterns	land-use patterns	2	4,72091812914	21,3651709356	292,999453481	3,0	20,0	 
change land use	land use change	land use change|&|land use changes|&|changes in land use|&|change in land use|&|Changes in the use of land|&|Changes in land use	3	135,028402937	244,151047974	402,536061927	38,0	344,0	 
future near	near future	near future	2	6,29455750551	26,6760632325	340,564730218	4,0	30,0	 
carbon soil	soil carbon	soil carbon	2	12,589115011	62,0782360406	294,733030233	2,0	17,0	 
food production	food production	food production	2	11,0154756347	42,2167196378	319,106633816	6,0	37,0	 
change land-cover land-use	Land-use and land-cover change	Land-use and land-cover change|&|land-use and land-cover change|&|land-cover and land-use change	4	9,92855903949	42,6238253193	670,318390741	3,0	22,0	 
development urban	urban development	urban development	2	9,44183625827	36,1857596895	301,362437916	6,0	28,0	 
change landscape	landscape change	landscape change	2	4,72091812914	21,3651709356	486,828929393	3,0	23,0	 
ecosystem response	ecosystem responses	ecosystem responses	2	11,0154756347	49,8520655165	470,051269925	3,0	19,0	 
maker policy	policy makers	policy makers	2	7,86819688189	31,5893416459	402,482955663	5,0	33,0	 
transportation-land use	transportation-land use	transportation-land use	2	9,44183625827	42,7303418713	536,401032932	5,0	35,0	 
growth population	population growth	population growth	2	9,44183625827	36,1857596895	420,524484612	6,0	35,0	 
measure performance	performance measures	performance measures	2	6,29455750551	28,4868945808	524,624464076	3,0	24,0	 
pattern spatial	spatial pattern	spatial pattern	2	6,29455750551	31,0391180203	348,870157959	2,0	5,0	 
interaction transportation	transportation interaction	transportation interaction|&|interaction between transportation	2	4,72091812914	21,3651709356	544,590308985	3,0	22,0	 
Metropolitan area	Metropolitan areas	Metropolitan areas	2	4,72091812914	21,3651709356	831,961560156	3,0	41,0	 
model programming	programming model	programming model	2	6,29455750551	28,4868945808	476,510000965	3,0	15,0	 
consumption fuel	fuel consumption	fuel consumption	2	4,72091812914	23,2793385152	2174,00464876	2,0	3,0	 
cumulative effect	cumulative effects	cumulative effects	2	4,72091812914	26,5516296061	1242,57223206	1,0	1,0	 
environmental management	environmental management	environmental management	2	4,72091812914	21,3651709356	427,888871114	3,0	35,0	 
environmental impact	environmental impacts	environmental impacts	2	9,44183625827	40,0140948487	429,672465215	4,0	38,0	 
land urban use	urban land use	urban land use|&|land use and urban	3	5,95713542369	25,5742951916	300,902924831	3,0	23,0	 
ecological footprint	ecological footprint	ecological footprint	2	4,72091812914	23,2793385152	452,338314546	2,0	8,0	 
different scenario	different scenarios	different scenarios	2	6,29455750551	26,6760632325	431,783173676	4,0	22,0	 
land transportation use	land use and transportation	land use and transportation|&|land use transportation|&|transportation and land use	4	23,8285416948	71,3371620056	289,661320501	11,0	69,0	 
support system	support system	support system	2	4,72091812914	23,2793385152	1067,62505788	2,0	8,0	 
density population	population density	population density|&|density of population	2	6,29455750551	31,0391180203	614,377653687	2,0	8,0	 
model simulation	simulation models	simulation models|&|simulation model	2	6,29455750551	26,6760632325	309,236387577	4,0	34,0	 
land quality	land quality	land quality|&|quality of land|&|quality land	2	4,72091812914	21,3651709356	587,603658742	3,0	15,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	15,8856944632	57,1869961825	486,374739607	6,0	44,0	 
change land-cover	land-cover change	land-cover change|&|land-cover changes	2	4,72091812914	21,3651709356	610,584851584	5,0	33,0	 
federal mandate	federal mandates	federal mandates	2	4,72091812914	21,3651709356	831,961560156	3,0	41,0	 
development pattern	development patterns	development patterns	2	4,72091812914	23,2793385152	773,903932337	2,0	15,0	 
planning transportation	transportation planning	transportation planning	2	18,8836725165	60,9254493639	437,971036543	12,0	80,0	 
land policy use	land use policies	land use policies|&|land use policy	3	31,7713889264	95,1162160075	335,369586662	11,0	79,0	 
co-evolution model	co-evolution model	co-evolution model	2	4,72091812914	23,2793385152	1087,00091827	2,0	1,0	 
planning scenario	scenario planning	scenario planning	2	6,29455750551	31,0391180203	315,021101867	2,0	10,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	91,27108383	219,541220468	380,108684272	28,0	180,0	 
landscape structure	landscape structure	landscape structure	2	4,72091812914	23,2793385152	725,224686686	2,0	9,0	 
question research	research questions	research questions	2	4,72091812914	21,3651709356	435,832879263	3,0	12,0	 
land-use planning	land-use planning	land-use planning	2	9,44183625827	37,9072099751	425,501846511	5,0	18,0	 
mile vehicle	vehicle miles	vehicle miles	2	4,72091812914	21,3651709356	757,863593199	3,0	24,0	 
change cover	cover change	cover change|&|cover changes	2	6,29455750551	28,4868945808	349,213046237	7,0	68,0	 
land-use system	land-use system	land-use system|&|land-use systems	2	7,86819688189	31,5893416459	599,919189506	5,0	28,0	 
carbon stock	carbon stocks	carbon stocks|&|carbon stock	2	7,86819688189	33,3450790406	323,686504642	4,0	34,0	 
decision land-use	land-use decisions	land-use decisions	2	4,72091812914	23,2793385152	584,871285419	2,0	16,0	 
Land change use	Land use change	Land use change|&|Land use changes	3	17,8714062711	57,0891390295	331,39212665	9,0	86,0	 
integration land use	integration of land use	integration of land use	4	5,95713542369	25,5742951916	470,856298589	3,0	31,0	 
model planning	planning models	planning models	2	6,29455750551	26,6760632325	764,141427285	4,0	47,0	 
decision-making land use	land use decision-making	land use decision-making|&|decision-making for land use	3	5,95713542369	25,5742951916	381,098288678	3,0	27,0	 
growth smart	smart growth	smart growth	2	4,72091812914	23,2793385152	338,850191268	2,0	20,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	5,95713542369	25,5742951916	727,516698093	3,0	30,0	 
air quality	air quality	air quality	2	15,7363937638	63,1786832919	360,137990544	5,0	23,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	5,95713542369	27,9897057501	599,309444075	2,0	14,0	 
facility transportation	transportation facilities	transportation facilities	2	9,44183625827	40,0140948487	452,092273027	4,0	17,0	 
development sustainable	sustainable development	sustainable development	2	7,86819688189	35,6086182261	1306,55260991	3,0	16,0	 
management resource	resource management	resource management	2	4,72091812914	21,3651709356	483,024232647	3,0	25,0	 
equilibrium user	user equilibrium	user equilibrium	2	6,29455750551	35,4021728081	705,993124204	2,0	10,0	 
ecosystem terrestrial	terrestrial ecosystems	terrestrial ecosystems	2	7,86819688189	38,7988975254	295,082949249	2,0	21,0	 
model transportation	transportation models	transportation models|&|transportation model	2	12,589115011	46,3070589487	401,097041229	10,0	76,0	 
network transportation	transportation network	transportation network	2	11,0154756347	44,2250783043	523,934718079	5,0	28,0	 
policy transportation	transportation policies	transportation policies|&|transportation policy	2	9,44183625827	37,9072099751	430,144602623	7,0	69,0	 
change use	use change	use change|&|use changes|&|use and change	2	6,29455750551	26,6760632325	508,931710778	36,0	264,0	 
change land model use	land use change models	land use change models	4	7,94284723159	34,0990602554	407,060880335	3,0	26,0	 
area urban	urban areas	urban areas	2	6,29455750551	26,6760632325	385,341149293	4,0	26,0	 
model system	model system	model system	2	11,0154756347	42,2167196378	323,208700633	6,0	126,0	 
air pollution	air pollution	air pollution	2	12,589115011	56,9737891617	500,831903547	3,0	18,0	 
cover land	land cover	land cover	2	14,1627543874	50,2042690005	351,772361838	19,0	193,0	 
change model	change models	change models	2	4,72091812914	23,2793385152	487,791300133	4,0	34,0	 
land pattern use	land use patterns	land use patterns	3	5,95713542369	25,5742951916	614,55576069	3,0	19,0	 
scale temporal	temporal scales	temporal scales	2	4,72091812914	21,3651709356	404,774685996	3,0	24,0	 
