stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	26,2169856093	302,030684216	3,0	25,0	 
function land	land functions	land functions	2	4,72091812914	24,8491978774	303,278893847	1,0	5,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	4,72091812914	19,6627392069	679,957098235	6,0	37,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	19,6627392069	645,767575571	3,0	39,0	 
sprawl urban	urban sprawl	urban sprawl	2	6,29455750551	26,2169856093	421,027900782	3,0	11,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	5,95713542369	25,841476088	381,623064219	2,0	12,0	 
instrument policy	policy instruments	policy instruments	2	4,72091812914	21,5769067865	429,388198906	2,0	18,0	 
land use-transportation	land use-transportation	land use-transportation	2	11,0154756347	38,2443789375	495,442056458	12,0	81,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	97,299878587	176,324352336	357,750469974	27,0	180,0	 
cover land use	land cover and land use	land cover and land use|&|land use and land cover|&|use land cover	5	13,8999826553	50,6620437514	479,242507546	4,0	33,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	7,86819688189	32,7712320116	641,797856233	3,0	21,0	 
integrated land use	integrated land use	integrated land use	3	7,94284723159	28,9497392865	267,668722293	4,0	24,0	 
environmental quality	environmental quality	environmental quality	2	4,72091812914	19,6627392069	645,767575571	3,0	39,0	 
land model use	land use model	land use model|&|land use models	3	15,8856944632	54,3546882954	413,534926458	5,0	48,0	 
resource water	water resources	water resources	2	6,29455750551	28,7692090487	454,54051478	2,0	8,0	 
energy use	energy use	energy use	2	4,72091812914	19,6627392069	524,728585752	3,0	15,0	 
intense pressure	intense pressure	intense pressure	2	4,72091812914	19,6627392069	645,767575571	3,0	39,0	 
loss open space	loss of open space	loss of open space|&|open space loss	4	7,94284723159	28,9497392865	645,767575571	4,0	39,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|Metropolitan areas	2	12,589115011	43,7078616429	485,606270087	6,0	57,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	5,95713542369	23,4260655295	645,767575571	3,0	39,0	 
Land use	Land use	Land use	2	20,4573118929	58,6253659866	257,919102341	24,0	255,0	 
decision support	decision support	decision support	2	7,86819688189	35,9615113109	327,612565264	2,0	7,0	 
land-use pattern	land-use patterns	land-use patterns	2	4,72091812914	19,6627392069	417,158777473	3,0	15,0	 
further research	further research	further research|&|research and further	2	4,72091812914	19,6627392069	368,668896453	3,0	15,0	 
land planning use-transportation	land use-transportation planning	land use-transportation planning	3	5,95713542369	25,841476088	866,082542769	2,0	7,0	 
landscape structure	landscape structure	landscape structure	2	4,72091812914	21,5769067865	734,936432176	2,0	8,0	 
financial incentive	financial incentives	financial incentives	2	4,72091812914	21,5769067865	397,364438185	2,0	13,0	 
future near	near future	near future	2	4,72091812914	19,6627392069	407,973905029	3,0	21,0	 
food production	food production	food production	2	11,0154756347	36,5463358798	327,148754649	7,0	40,0	 
ecosystem service	ecosystem services	ecosystem services	2	11,0154756347	42,7107699566	413,56935096	4,0	27,0	 
development urban	urban development	urban development	2	4,72091812914	19,6627392069	364,969606202	3,0	15,0	 
form urban	urban form	urban form	2	4,72091812914	19,6627392069	251,484228593	3,0	19,0	 
maker policy	policy makers	policy makers	2	6,29455750551	24,4061542609	479,567532772	4,0	21,0	 
transportation-land use	transportation-land use	transportation-land use	2	9,44183625827	39,3254784139	412,765719729	3,0	12,0	 
land type use	land use types	land use types|&|types of land use|&|land use type|&|type of land use	3	11,9142708474	43,4246089298	490,410758928	4,0	30,0	 
pattern spatial	spatial pattern	spatial pattern	2	6,29455750551	28,7692090487	917,884773614	2,0	4,0	 
interaction transportation	transportation interaction	transportation interaction|&|interaction between transportation	2	4,72091812914	19,6627392069	253,94017548	3,0	20,0	 
land management	land management	land management	2	7,86819688189	30,5076928261	370,809201113	4,0	35,0	 
model programming	programming model	programming model	2	6,29455750551	26,2169856093	398,797759955	4,0	24,0	 
consumption fuel	fuel consumption	fuel consumption	2	4,72091812914	21,5769067865	769,192498235	2,0	4,0	 
cumulative effect	cumulative effects	cumulative effects	2	4,72091812914	24,8491978774	784,890107155	1,0	2,0	 
model output	model outputs	model outputs	2	6,29455750551	28,7692090487	342,321522767	2,0	20,0	 
action management	management actions	management actions	2	4,72091812914	21,5769067865	407,469163896	2,0	16,0	 
change cover land use	land use and land cover change	land use and land cover change|&|use land cover change	6	7,94284723159	28,9497392865	365,482842846	4,0	33,0	 
planning regional	regional planning	regional planning	2	6,29455750551	26,2169856093	386,318786382	3,0	19,0	 
environmental management	environmental management	environmental management	2	4,72091812914	19,6627392069	263,815243577	3,0	47,0	 
model such	such models	such models	2	7,86819688189	32,7712320116	365,607356903	3,0	21,0	 
environmental impact	environmental impacts	environmental impacts	2	9,44183625827	36,6092313914	293,337978295	4,0	36,0	 
different scenario	different scenarios	different scenarios	2	4,72091812914	19,6627392069	397,401744552	3,0	21,0	 
food security	food security	food security	2	4,72091812914	21,5769067865	316,398310864	2,0	9,0	 
housing market	housing market	housing market	2	4,72091812914	21,5769067865	300,658077211	2,0	11,0	 
land planning system use	land use planning system	land use planning system	4	5,95713542369	25,841476088	262,315137358	2,0	12,0	 
land transportation use	land use transportation	land use transportation|&|land use and transportation|&|transportation and land use	3	19,857118079	56,2716111591	405,945229173	9,0	57,0	 
citizen concern	citizen concerns	citizen concerns	2	4,72091812914	19,6627392069	645,767575571	3,0	39,0	 
land model transportation use	land use transportation models	land use transportation models	4	5,95713542369	25,841476088	539,791007038	2,0	18,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	9,92855903949	39,0434425491	506,930752877	3,0	13,0	 
level local	local level	local level	2	4,72091812914	21,5769067865	469,329026117	2,0	12,0	 
land planning transportation use	land use and transportation planning	land use and transportation planning	5	5,95713542369	23,4260655295	446,527400254	3,0	23,0	 
land plan use	land use plans	land use plans|&|land use plan	3	11,9142708474	40,7660162216	301,045170117	5,0	36,0	 
federal mandate	federal mandates	federal mandates	2	4,72091812914	19,6627392069	645,767575571	3,0	39,0	 
development pattern	development patterns	development patterns	2	6,29455750551	26,2169856093	449,816521502	3,0	18,0	 
land regulation use	land use regulations	land use regulations|&|land use regulation	3	15,8856944632	57,8994785731	280,248868186	4,0	15,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	4,72091812914	21,5769067865	310,461777351	2,0	22,0	 
planning practice	planning practice	planning practice	2	4,72091812914	21,5769067865	397,699087424	2,0	10,0	 
planning transportation	transportation planning	transportation planning	2	17,3100331402	51,2559012827	424,441061144	15,0	104,0	 
land policy use	land use policies	land use policies|&|land use policy	3	37,7285243501	96,0622411267	363,684763113	12,0	108,0	 
change land-use	land-use change	land-use change|&|land-use changes	2	26,7518693984	88,7553871367	1179,0431138	7,0	21,0	 
instrument planning	planning instruments	planning instruments	2	4,72091812914	19,6627392069	293,035659555	3,0	11,0	 
question research	research questions	research questions	2	4,72091812914	19,6627392069	622,881264399	3,0	12,0	 
land-use planning	land-use planning	land-use planning	2	20,4573118929	62,7305489914	533,228969171	9,0	30,0	 
boundary growth	growth boundaries	growth boundaries	2	4,72091812914	21,5769067865	489,334184481	2,0	8,0	 
change cover	cover change	cover change	2	4,72091812914	19,6627392069	414,131437694	6,0	51,0	 
carbon stock	carbon stocks	carbon stocks|&|carbon stock	2	6,29455750551	26,2169856093	559,151295516	3,0	22,0	 
Land change use	Land use change	Land use change	3	9,92855903949	33,9716801847	388,417922876	5,0	40,0	 
country other	other countries	other countries	2	4,72091812914	21,5769067865	423,924731736	2,0	9,0	 
model planning	planning models	planning models|&|planning model	2	11,0154756347	38,2443789375	549,820016312	6,0	54,0	 
Land model transportation use	Land use and transportation models	Land use and transportation models|&|Land use transportation models	5	5,95713542369	23,4260655295	253,265921615	3,0	28,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	17,3100331402	60,098309759	307,861333325	6,0	35,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	5,95713542369	23,4260655295	387,528305378	3,0	30,0	 
air quality	air quality	air quality	2	17,3100331402	63,2543019492	334,796313603	5,0	24,0	 
land local planning use	local land use planning	local land use planning	4	5,95713542369	25,841476088	694,273226609	2,0	7,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	5,95713542369	25,841476088	324,835529634	2,0	16,0	 
land use	land use	land use|&|land uses|&|use of land|&|use land	2	185,689446413	191,172890287	342,626308929	111,0	826,0	 
facility transportation	transportation facilities	transportation facilities	2	4,72091812914	19,6627392069	442,834469729	3,0	18,0	 
land manager	land managers	land managers	2	6,29455750551	26,2169856093	427,685266737	3,0	18,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	21,5769067865	565,512516739	2,0	11,0	 
management resource	resource management	resource management	2	4,72091812914	19,6627392069	469,840846479	3,0	25,0	 
land-use transportation	land-use transportation	land-use transportation	2	4,72091812914	21,5769067865	255,153594429	3,0	19,0	 
equilibrium user	user equilibrium	user equilibrium	2	6,29455750551	33,1322638365	880,58289971	2,0	11,0	 
growth rate	growth rates	growth rates	2	4,72091812914	19,6627392069	268,389502808	3,0	29,0	 
model transportation	transportation models	transportation models|&|transportation model	2	12,589115011	41,7672410055	392,336371467	12,0	89,0	 
network transportation	transportation network	transportation network	2	11,0154756347	40,252737604	509,079589607	5,0	29,0	 
optimization problem	optimization problems	optimization problems|&|problems of optimization	2	4,72091812914	21,5769067865	447,452584389	2,0	12,0	 
management water	water management	water management	2	6,29455750551	26,2169856093	371,925295366	3,0	18,0	 
change land use	land use change	land use change|&|land use changes|&|changes in land use	3	59,5713542369	142,494258078	518,062665338	15,0	122,0	 
cover land	land cover	land cover	2	11,0154756347	38,2443789375	543,721424808	9,0	67,0	 
land pattern use	land use patterns	land use patterns	3	5,95713542369	23,4260655295	602,017496583	3,0	18,0	 
forest land	forest land	forest land	2	4,72091812914	21,5769067865	303,866034065	2,0	16,0	 
scale temporal	temporal scales	temporal scales	2	4,72091812914	19,6627392069	454,318110412	3,0	22,0	 
regional scale	regional scale	regional scale	2	4,72091812914	19,6627392069	604,941901582	3,0	14,0	 
